date,cases,recovered,tests,positiveRate,positiveRatePCR,positiveRateAntigen,deaths,severeNew,mediumNew,easyNew,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countSeriousCriticalCum,newHospitalized,countBreathCum,countEcmo
2020-11-21,423,446,15106,2.8,2.8,,12,26,28,34,240,95,310,115,135,7559,47,1761,12
2020-11-22,763,992,31783,2.4,2.4,,16,35,23,56,252,97,305,113,132,7586,53,1764,11
2020-11-23,961,652,49122,1.96,1.96,,7,34,37,58,253,94,292,111,125,7613,63,1767,10
2020-11-24,859,541,55276,1.55,1.55,,5,22,24,41,234,85,281,108,125,7633,47,1771,9
2020-11-25,1082,837,56469,1.92,1.92,,5,35,23,58,242,82,293,108,121,7660,79,1774,9
2020-11-26,1084,918,49876,2.17,2.17,,9,29,32,47,250,85,281,108,114,7680,68,1781,8
2020-11-27,1033,677,46538,2.22,2.22,,7,31,21,26,233,74,280,107,114,7706,37,1788,8
2020-11-28,581,411,16177,3.59,3.59,,9,15,22,33,234,83,267,98,107,7720,48,1789,8
2020-11-29,1026,1095,36834,2.79,2.79,,10,37,25,66,270,86,276,95,106,7750,84,1790,9
2020-11-30,1257,725,55157,2.28,2.28,,6,32,31,70,279,86,271,88,103,7780,97,1792,8
2020-12-01,1200,695,58843,2.04,2.04,,10,53,32,60,283,89,280,81,100,7823,93,1795,7
2020-12-02,1588,832,67772,2.34,2.34,,5,48,49,61,263,106,292,85,99,7861,83,1803,7
2020-12-03,1448,1419,60980,2.37,2.37,,10,51,30,58,266,101,309,83,106,7904,91,1811,6
2020-12-04,1515,859,58879,2.57,2.57,,9,44,37,71,273,97,325,92,114,7942,102,1821,6
2020-12-05,1000,588,24306,4.11,4.11,,10,36,31,54,271,92,331,86,107,7971,76,1823,6
2020-12-06,1358,1387,39981,3.4,3.4,,8,41,32,65,289,95,344,83,116,8005,83,1828,5
2020-12-07,1864,904,63998,2.91,2.91,,7,43,55,62,284,103,337,84,113,8041,89,1831,5
2020-12-08,1769,889,67240,2.63,2.63,,12,31,49,68,280,120,327,89,114,8068,96,1842,5
2020-12-09,1869,1021,71326,2.62,2.62,,13,41,38,72,293,114,324,90,112,8103,103,1851,5
2020-12-10,2007,1428,73585,2.73,2.73,,13,42,54,80,299,132,322,95,111,8137,110,1862,5
2020-12-11,1835,1142,73671,2.49,2.49,,11,55,28,69,309,111,340,98,113,8187,106,1869,5
2020-12-12,1298,914,41059,3.16,3.16,,16,47,36,59,304,124,345,101,119,8224,87,1876,6
2020-12-13,1727,1891,48206,3.58,3.58,,9,69,48,79,336,140,381,99,116,8282,129,1886,6
2020-12-14,2322,1257,70621,3.29,3.29,,11,57,59,89,343,156,388,95,120,8333,145,1892,7
2020-12-15,2893,1195,80486,3.59,3.59,,15,59,70,73,339,177,395,97,119,8386,132,1905,6
2020-12-16,2860,1613,80715,3.54,3.54,,15,64,63,77,326,180,406,101,127,8442,120,1916,7
2020-12-17,2847,1936,76531,3.72,3.72,,17,77,49,95,344,164,432,105,130,8511,144,1924,6
2020-12-18,2791,1543,74000,3.77,3.77,,16,66,47,91,367,150,452,102,129,8567,128,1932,6
2020-12-19,1888,1080,59490,3.17,3.17,,20,68,45,83,371,152,465,111,144,8625,131,1947,6
2020-12-20,3095,2543,67137,4.61,4.61,,18,70,71,105,420,186,470,107,146,8684,151,1956,8
2020-12-21,3860,1546,88961,4.34,4.34,,16,77,76,89,404,199,487,110,151,8749,142,1965,7
2020-12-22,4381,1618,90048,4.87,4.87,,13,89,61,127,441,179,511,113,148,8824,174,1979,7
2020-12-23,4038,2013,93246,4.33,4.33,,25,83,87,102,421,210,515,116,148,8893,160,1992,7
2020-12-24,4049,2855,93690,4.32,4.32,,15,83,73,101,430,202,526,124,153,8963,154,2005,10
2020-12-25,4005,2387,82784,4.84,4.84,,21,91,68,115,432,202,552,136,174,9043,194,2026,11
2020-12-26,2659,1794,60679,4.38,4.38,,23,85,52,114,465,201,576,131,167,9116,154,2035,12
2020-12-27,3533,4178,68292,5.17,5.17,,21,99,98,121,498,243,611,146,184,9196,196,2056,12
2020-12-28,5521,2466,98067,5.63,5.63,,32,99,73,140,503,207,615,145,186,9285,182,2070,12
2020-12-29,5632,2375,97935,5.75,5.75,,25,109,77,148,514,197,640,156,200,9373,199,2091,12
2020-12-30,5869,3714,101502,5.78,5.78,,16,108,81,138,498,210,661,154,205,9466,185,2105,13
2020-12-31,5865,4233,101385,5.78,5.78,,36,125,59,135,505,200,707,165,221,9574,226,2125,12
2021-01-01,6011,3436,95925,6.27,6.27,,34,113,75,141,529,200,734,164,225,9675,218,2141,12
2021-01-02,4212,2031,75726,5.56,5.56,,27,85,95,120,533,225,740,175,219,9748,168,2162,13
2021-01-03,5231,5543,76828,6.81,6.81,,26,135,105,189,618,262,800,190,255,9859,279,2190,18
2021-01-04,8425,3068,108304,7.78,7.78,,38,147,130,155,593,280,835,199,260,9983,263,2210,18
2021-01-05,8228,2947,114253,7.2,7.2,,23,157,96,194,631,267,869,209,273,10124,282,2232,21
2021-01-06,7883,4754,117086,6.73,6.73,,43,158,99,172,622,261,914,217,273,10255,275,2255,21
2021-01-07,7662,5832,114209,6.71,6.71,,48,146,121,185,644,279,922,220,280,10375,268,2283,20
2021-01-08,8162,4814,114352,7.14,7.14,,46,129,84,175,653,275,933,219,292,10490,263,2298,21
2021-01-09,5164,3061,77762,6.64,6.64,,20,145,100,161,653,279,996,232,295,10606,226,2320,21
2021-01-10,6955,8318,93752,7.42,7.42,,43,165,116,220,713,311,1069,239,303,10737,323,2341,20
2021-01-11,9729,4828,121455,8.01,8.01,,28,176,133,198,702,327,1083,260,318,10886,290,2365,21
2021-01-12,9295,4549,117433,7.92,7.92,,55,158,124,197,719,301,1074,248,314,11021,277,2384,20
2021-01-13,9470,7982,118713,7.98,7.98,,57,178,127,172,685,320,1096,260,317,11176,286,2417,24
2021-01-14,9297,9149,121034,7.68,7.68,,59,181,122,165,675,325,1141,261,329,11321,275,2443,25
2021-01-15,8430,7967,99429,8.48,8.48,,52,161,103,192,706,299,1163,262,324,11450,285,2470,25
2021-01-16,5086,4260,68966,7.37,7.37,,47,128,78,158,710,289,1184,259,316,11553,227,2495,24
2021-01-17,5659,10863,61786,9.16,9.16,,56,179,150,252,795,348,1193,270,341,11714,345,2518,26
2021-01-18,10121,6138,99272,10.2,10.2,,46,162,124,212,757,326,1176,268,345,11849,278,2546,25
2021-01-19,8632,5477,93781,9.2,9.2,,43,192,135,189,704,324,1190,284,364,11997,284,2581,27
2021-01-20,8361,8735,90017,9.29,9.29,,56,146,111,183,674,314,1180,288,374,12123,258,2608,28
2021-01-21,7268,9929,80126,9.07,9.07,,47,159,126,179,666,309,1157,299,387,12253,267,2636,25
2021-01-22,7387,8414,83649,8.83,8.83,,65,145,96,166,636,301,1148,309,395,12374,253,2661,24
2021-01-23,2447,4160,30192,8.1,8.1,,52,143,83,145,619,295,1175,299,406,12500,220,2684,27
2021-01-24,4935,10491,52960,9.32,9.32,,75,153,120,203,691,329,1183,319,396,12627,289,2719,33
2021-01-25,8716,5593,88170,9.89,9.89,,60,185,121,178,639,303,1175,228,392,12787,251,2739,33
2021-01-26,7817,5070,81477,9.59,9.59,,53,171,96,165,611,262,1185,299,401,12932,262,2768,35
2021-01-27,7751,8640,83462,9.29,9.29,,61,141,102,151,583,266,1159,291,396,13054,233,2792,32
2021-01-28,7196,9183,76421,9.42,9.42,,49,150,92,166,581,252,1175,314,401,13181,233,2821,34
2021-01-29,6775,7515,71729,9.45,9.45,,45,114,85,166,592,244,1145,315,420,13274,205,2845,35
2021-01-30,2627,3529,26052,10.08,10.08,,38,106,66,130,574,226,1145,296,388,13362,165,2858,36
2021-01-31,5238,10058,53398,9.81,9.81,,51,142,118,200,653,276,1151,298,394,13482,265,2875,40
2021-02-01,8930,5105,89833,9.94,9.94,,46,148,94,159,638,270,1130,307,398,13604,265,2900,37
2021-02-02,8021,4385,86201,9.3,9.3,,61,148,130,186,611,313,1103,310,412,13728,249,2931,38
2021-02-03,7463,8152,84052,8.88,8.88,,57,182,98,159,565,297,1134,320,402,13872,249,2953,41
2021-02-04,7261,8105,81961,8.86,8.86,,48,152,109,155,540,285,1117,324,393,13993,225,2983,38
2021-02-05,6599,7222,81763,8.07,8.07,,34,143,67,137,487,240,1123,328,393,14109,208,3004,39
