instituteDesc,occupancy,occupancyDate,occupancyAvg,occupancyAvgLastYear,gOccupancy,gOccupancyAvg,gOccupancyAvgLastYear
סורוקה,55.8,2021-07-08T00:00:00.000Z,71.3,63.5,74.5,77.3,72.6
אסותא אשדוד,178,2021-07-08T00:00:00.000Z,175.8,,160.1,137.7,
שמואל הרופא,91.7,2021-07-08T00:00:00.000Z,99.2,73.8,84.5,87.1,70.9
כלל המוסדות,84.1,2021-07-08T00:00:00.000Z,91.6,78.4,85.1,86,81
רבין ק. בילינסון,94.7,2021-07-09T00:00:00.000Z,96.3,74.9,79.3,87,79.8
סורוקה,63.2,2021-07-09T00:00:00.000Z,70.7,62.8,71.5,77.5,72.2
אסותא אשדוד,166.1,2021-07-09T00:00:00.000Z,174.1,,129.7,141,
שמואל הרופא,83.3,2021-07-09T00:00:00.000Z,99.2,73.4,81.8,86.9,70.8
כלל המוסדות,86.3,2021-07-09T00:00:00.000Z,91.1,77.8,77.2,86.2,81
רבין ק. בילינסון,101.3,2021-07-10T00:00:00.000Z,96.2,75,84.9,86.8,79.6
סורוקה,70.5,2021-07-10T00:00:00.000Z,71.3,63,75.2,78,71.7
אסותא אשדוד,166.1,2021-07-10T00:00:00.000Z,171.7,,128.7,141.5,
שמואל הרופא,88.9,2021-07-10T00:00:00.000Z,98,73.8,82.7,86.5,70.8
כלל המוסדות,94.9,2021-07-10T00:00:00.000Z,90.9,77.5,83.5,86.4,80.9
רבין ק. בילינסון,103.5,2021-07-11T00:00:00.000Z,95.7,75.6,89.5,86.4,79.4
סורוקה,72.1,2021-07-11T00:00:00.000Z,70.8,61.4,76.5,77.9,71.6
אסותא אשדוד,196.6,2021-07-11T00:00:00.000Z,172.6,,162.8,143.1,
שמואל הרופא,88.9,2021-07-11T00:00:00.000Z,96.4,75,82.7,85.9,71.1
כלל המוסדות,97.6,2021-07-11T00:00:00.000Z,90.8,76.8,90.4,86.6,80.7
רבין ק. בילינסון,105.7,2021-07-12T00:00:00.000Z,95.7,76,91.7,86.6,79.5
סורוקה,65.5,2021-07-12T00:00:00.000Z,69,59.7,76.3,77,71.3
אסותא אשדוד,179.7,2021-07-12T00:00:00.000Z,175.5,,163.8,145.8,
שמואל הרופא,91.7,2021-07-12T00:00:00.000Z,94,76.2,83.6,85.1,71.3
כלל המוסדות,96.4,2021-07-12T00:00:00.000Z,90.9,75.7,91.5,86.7,80.6
רבין ק. בילינסון,101.8,2021-07-13T00:00:00.000Z,98.1,76.7,91.5,87.2,79.4
סורוקה,70.9,2021-07-13T00:00:00.000Z,67.8,59.6,79.7,76.6,71
אסותא אשדוד,174.6,2021-07-13T00:00:00.000Z,175.1,,161.1,146.5,
שמואל הרופא,100,2021-07-13T00:00:00.000Z,92.1,77.4,85.6,84.3,71.6
כלל המוסדות,95,2021-07-13T00:00:00.000Z,91.3,75.3,91.1,86.8,80.6
רבין ק. בילינסון,100.4,2021-07-14T00:00:00.000Z,99.6,76.7,92.9,87.3,79
סורוקה,68.2,2021-07-14T00:00:00.000Z,66.9,59.5,77.1,76.2,70.4
אסותא אשדוד,186.4,2021-07-14T00:00:00.000Z,173.4,,174.1,146.4,
שמואל הרופא,100,2021-07-14T00:00:00.000Z,91.7,78.6,85.9,84,72.6
כלל המוסדות,91.9,2021-07-14T00:00:00.000Z,91.8,74.9,90.4,86.8,80.7
רבין ק. בילינסון,86.3,2021-07-15T00:00:00.000Z,100,77.2,83.7,87.6,78.6
סורוקה,61.6,2021-07-15T00:00:00.000Z,66.6,59.3,72.4,75.8,70
אסותא אשדוד,181.4,2021-07-15T00:00:00.000Z,178.2,,153.6,154.3,
שמואל הרופא,102.8,2021-07-15T00:00:00.000Z,92.1,79.4,87.1,83.8,74.1
כלל המוסדות,85.7,2021-07-15T00:00:00.000Z,92.3,74.8,83.3,87,80.8
רבין ק. בילינסון,85.5,2021-07-16T00:00:00.000Z,99.1,78.6,76.2,87.6,78.1
סורוקה,67.8,2021-07-16T00:00:00.000Z,67.4,60.2,71.4,75.5,69.8
אסותא אשדוד,162.7,2021-07-16T00:00:00.000Z,178.7,,136.9,153.4,
שמואל הרופא,72.2,2021-07-16T00:00:00.000Z,93.7,80.2,72.7,84.2,75.7
כלל המוסדות,89.2,2021-07-16T00:00:00.000Z,92.5,74.7,76.9,86.8,80.9
רבין ק. בילינסון,99.1,2021-07-17T00:00:00.000Z,97.8,78.5,83.6,87.2,78
סורוקה,77.9,2021-07-17T00:00:00.000Z,68.1,60.2,77.2,75.5,69.5
אסותא אשדוד,149.2,2021-07-17T00:00:00.000Z,178.2,,121.5,154.4,
שמואל הרופא,80.6,2021-07-17T00:00:00.000Z,92.1,80.6,75.4,82.9,77.4
כלל המוסדות,96.5,2021-07-17T00:00:00.000Z,93,74.4,82.2,86.7,81.1
רבין ק. בילינסון,94.3,2021-07-18T00:00:00.000Z,97.5,77.8,87.3,87,78.1
סורוקה,71.3,2021-07-18T00:00:00.000Z,69.2,61.4,76.1,75.8,68.9
אסותא אשדוד,179.7,2021-07-18T00:00:00.000Z,175.8,,152.2,153.4,
שמואל הרופא,83.3,2021-07-18T00:00:00.000Z,90.9,79.4,76.2,81.9,78.7
כלל המוסדות,93,2021-07-18T00:00:00.000Z,93.2,74.3,86.2,86.6,81.2
רבין ק. בילינסון,94.7,2021-07-19T00:00:00.000Z,96.2,76.4,90.4,86.7,77.7
סורוקה,68.2,2021-07-19T00:00:00.000Z,69,61.4,74.8,75.7,68.3
אסותא אשדוד,154.2,2021-07-19T00:00:00.000Z,173.4,,124.2,151.9,
שמואל הרופא,77.8,2021-07-19T00:00:00.000Z,90.1,79,77.4,80.9,80.1
כלל המוסדות,89.1,2021-07-19T00:00:00.000Z,92.5,74.1,86.7,86,81.2
רבין ק. בילינסון,92.5,2021-07-20T00:00:00.000Z,94.6,74.8,89,86.5,77.8
סורוקה,76,2021-07-20T00:00:00.000Z,69.4,60.5,78.1,75.5,68.1
אסותא אשדוד,157.6,2021-07-20T00:00:00.000Z,169.7,,160.8,146.2,
שמואל הרופא,75,2021-07-20T00:00:00.000Z,88.1,77.8,77.1,80.1,81.2
כלל המוסדות,88.2,2021-07-20T00:00:00.000Z,91.5,73.6,87.2,85.3,81.2
רבין ק. בילינסון,91.6,2021-07-21T00:00:00.000Z,93.3,73.7,86.7,86.2,77.6
סורוקה,70.9,2021-07-21T00:00:00.000Z,70.2,59.7,76.1,75.3,67.3
אסותא אשדוד,157.6,2021-07-21T00:00:00.000Z,167.3,,161.1,146.2,
שמואל הרופא,75,2021-07-21T00:00:00.000Z,84.5,77,77.7,78.8,81.5
כלל המוסדות,86.8,2021-07-21T00:00:00.000Z,90.5,73.1,87.5,84.7,80.9
רבין ק. בילינסון,78.4,2021-07-22T00:00:00.000Z,92,72.9,77.8,85.3,77.8
סורוקה,67.4,2021-07-22T00:00:00.000Z,70.5,59.7,73.2,75.2,66.7
אסותא אשדוד,144.1,2021-07-22T00:00:00.000Z,163.2,,147.4,144.3,
שמואל הרופא,75,2021-07-22T00:00:00.000Z,81,76.6,78.3,77.7,81.4
כלל המוסדות,83,2021-07-22T00:00:00.000Z,89.8,72.5,83,84.3,80.7
רבין ק. בילינסון,76.2,2021-07-23T00:00:00.000Z,90.9,71.7,70.2,84.4,78.3
סורוקה,67.4,2021-07-23T00:00:00.000Z,71.4,59,71.9,75.3,65.8
אסותא אשדוד,154.2,2021-07-23T00:00:00.000Z,157.9,,135.5,143.4,
שמואל הרופא,72.2,2021-07-23T00:00:00.000Z,77,76.6,76.2,76.4,80.9
כלל המוסדות,82.6,2021-07-23T00:00:00.000Z,89.4,72.1,74.9,84.2,80.7
רבין ק. בילינסון,87.7,2021-07-24T00:00:00.000Z,89.6,70.8,77,83.6,78.3
סורוקה,75.2,2021-07-24T00:00:00.000Z,71.3,59,79.1,75.3,65.5
אסותא אשדוד,139,2021-07-24T00:00:00.000Z,156.7,,124.6,143.2,
שמואל הרופא,80.6,2021-07-24T00:00:00.000Z,77,77,78,76.9,80.4
כלל המוסדות,90.5,2021-07-24T00:00:00.000Z,88.5,71.8,81.2,83.9,80.8
רבין ק. בילינסון,94.3,2021-07-25T00:00:00.000Z,87.9,71,83.6,82.6,78.2
סורוקה,88.8,2021-07-25T00:00:00.000Z,70.9,58.3,84.4,75.6,65.1
אסותא אשדוד,152.5,2021-07-25T00:00:00.000Z,155.2,,149.8,143.7,
שמואל הרופא,80.6,2021-07-25T00:00:00.000Z,77,75.8,79.5,77.3,79.6
כלל המוסדות,91.4,2021-07-25T00:00:00.000Z,87.6,71.7,88.6,83.8,80.8
רבין ק. בילינסון,93,2021-07-26T00:00:00.000Z,87.9,71.7,89.2,82.1,78.5
סורוקה,72.1,2021-07-26T00:00:00.000Z,73.4,59,77.3,76.8,64.8
אסותא אשדוד,159.3,2021-07-26T00:00:00.000Z,151.3,,159,143.3,
שמואל הרופא,77.8,2021-07-26T00:00:00.000Z,76.6,73.4,80.6,77.8,78.8
כלל המוסדות,89.3,2021-07-26T00:00:00.000Z,87.4,71.8,88.9,84.1,81
רבין ק. בילינסון,91.6,2021-07-27T00:00:00.000Z,87.7,72.6,87.4,81.9,78.5
סורוקה,76,2021-07-27T00:00:00.000Z,74,59.7,82.2,77.2,64.5
אסותא אשדוד,145.8,2021-07-27T00:00:00.000Z,152.1,,153.6,148.3,
שמואל הרופא,83.3,2021-07-27T00:00:00.000Z,76.6,71,80.1,78.2,78.3
כלל המוסדות,89.6,2021-07-27T00:00:00.000Z,87.4,71.9,90.2,84.5,81.1
רבין ק. בילינסון,92.5,2021-07-28T00:00:00.000Z,87.5,73.4,88.9,81.7,78.6
סורוקה,69.8,2021-07-28T00:00:00.000Z,74,60.4,82,77.7,64.9
אסותא אשדוד,159.3,2021-07-28T00:00:00.000Z,150.4,,158,147.3,
שמואל הרופא,86.1,2021-07-28T00:00:00.000Z,77.8,67.9,81.2,78.6,77.8
כלל המוסדות,87.4,2021-07-28T00:00:00.000Z,87.6,72.1,90.8,84.9,81.4
רבין ק. בילינסון,79.7,2021-07-29T00:00:00.000Z,87.7,73.9,81.7,82,78
סורוקה,69.8,2021-07-29T00:00:00.000Z,73.8,59.7,75.2,78.6,64.9
אסותא אשדוד,147.5,2021-07-29T00:00:00.000Z,150.6,,150.2,146.9,
שמואל הרופא,88.9,2021-07-29T00:00:00.000Z,79.4,64.7,80.9,79.1,77.5
כלל המוסדות,84,2021-07-29T00:00:00.000Z,87.7,72.5,86.1,85.4,81.4
רבין ק. בילינסון,81.9,2021-07-30T00:00:00.000Z,87.9,73.6,74.5,82.6,77.1
סורוקה,76,2021-07-30T00:00:00.000Z,74.1,59.2,71,78.9,65.2
אסותא אשדוד,133.9,2021-07-30T00:00:00.000Z,151.1,,114,147.2,
שמואל הרופא,88.9,2021-07-30T00:00:00.000Z,81.3,61.5,79.5,79.5,77.5
כלל המוסדות,84.5,2021-07-30T00:00:00.000Z,87.8,72.8,78.6,85.8,81.2
רבין ק. בילינסון,97.4,2021-07-31T00:00:00.000Z,88.7,73.5,81.9,83.2,76.2
סורוקה,81.8,2021-07-31T00:00:00.000Z,75.4,58.1,77.3,78.7,64.7
אסותא אשדוד,128.8,2021-07-31T00:00:00.000Z,148.2,,122.9,144.2,
שמואל הרופא,91.7,2021-07-31T00:00:00.000Z,83.7,57.9,80.1,80,77.6
כלל המוסדות,92.8,2021-07-31T00:00:00.000Z,88.1,72.4,84.8,86.3,80.6
רבין ק. בילינסון,99.1,2021-08-01T00:00:00.000Z,90.1,74.4,88.9,83.9,75.9
סורוקה,84.5,2021-08-01T00:00:00.000Z,76.3,57.9,82.5,78.5,64.4
אסותא אשדוד,150.8,2021-08-01T00:00:00.000Z,146.7,,145.7,143.9,
שמואל הרופא,94.4,2021-08-01T00:00:00.000Z,85.3,56.3,80.4,80.3,77.9
כלל המוסדות,90.9,2021-08-01T00:00:00.000Z,88.4,72.4,90.7,86.8,80.3
רבין ק. בילינסון,99.1,2021-08-02T00:00:00.000Z,90.7,75.2,91.1,84.6,75.5
סורוקה,67.8,2021-08-02T00:00:00.000Z,75.7,57.4,81.1,78.2,64.3
אסותא אשדוד,147.5,2021-08-02T00:00:00.000Z,146.5,,154.3,143.3,
שמואל הרופא,100,2021-08-02T00:00:00.000Z,87.3,54.8,80.9,80.4,78
כלל המוסדות,89.1,2021-08-02T00:00:00.000Z,88.4,72.3,90.7,87.1,79.8
רבין ק. בילינסון,100,2021-08-03T00:00:00.000Z,91.6,76.8,90.5,84.9,75.3
סורוקה,66.7,2021-08-03T00:00:00.000Z,75.1,57.5,78.3,78.8,64
אסותא אשדוד,155.9,2021-08-03T00:00:00.000Z,144.8,,155.3,142.7,
שמואל הרופא,97.2,2021-08-03T00:00:00.000Z,90.5,53.2,79.5,80.4,77.9
כלל המוסדות,87.1,2021-08-03T00:00:00.000Z,88.3,72.5,89.9,87.4,79.4
רבין ק. בילינסון,93.8,2021-08-04T00:00:00.000Z,92.8,78.5,87.5,85.3,75.4
סורוקה,64.7,2021-08-04T00:00:00.000Z,73.8,58.9,78.1,78.2,64.1
אסותא אשדוד,144.1,2021-08-04T00:00:00.000Z,146.2,,156.3,142.9,
שמואל הרופא,80.6,2021-08-04T00:00:00.000Z,92.5,52.4,76,80.4,77.8
כלל המוסדות,83.3,2021-08-04T00:00:00.000Z,88,72.5,88.7,87.4,79.2
רבין ק. בילינסון,89.4,2021-08-05T00:00:00.000Z,93,79.7,80.7,85.1,76
סורוקה,59.3,2021-08-05T00:00:00.000Z,73,61.4,70.2,77.6,65.4
אסותא אשדוד,155.9,2021-08-05T00:00:00.000Z,144.1,,150.5,142.7,
שמואל הרופא,86.1,2021-08-05T00:00:00.000Z,91.7,51.6,76.2,79.6,77.8
כלל המוסדות,78.4,2021-08-05T00:00:00.000Z,87.4,72.6,83.7,87.1,79.1
רבין ק. בילינסון,88.1,2021-08-06T00:00:00.000Z,94.4,81.7,72.9,85,77
סורוקה,59.7,2021-08-06T00:00:00.000Z,71.5,63.1,68.3,76.9,66.7
אסותא אשדוד,149.2,2021-08-06T00:00:00.000Z,145.3,,133.4,142.7,
שמואל הרופא,88.9,2021-08-06T00:00:00.000Z,91.3,51.2,74.8,78.9,77.8
כלל המוסדות,80.1,2021-08-06T00:00:00.000Z,86.6,72.8,77.4,86.7,79.2
רבין ק. בילינסון,96,2021-08-07T00:00:00.000Z,95.3,82.3,80,84.8,77.7
סורוקה,67.8,2021-08-07T00:00:00.000Z,69.2,64.6,73.9,76.5,68.2
אסותא אשדוד,135.6,2021-08-07T00:00:00.000Z,147.5,,122.9,145.5,
שמואל הרופא,94.4,2021-08-07T00:00:00.000Z,91.3,51.2,75.4,78.3,77.8
כלל המוסדות,86.5,2021-08-07T00:00:00.000Z,86,73.2,82.1,86.6,79.8
רבין ק. בילינסון,96.9,2021-08-08T00:00:00.000Z,95.1,81.2,88.3,84.5,78.1
סורוקה,82.2,2021-08-08T00:00:00.000Z,67.2,66.2,80.4,76.1,70.1
אסותא אשדוד,149.2,2021-08-08T00:00:00.000Z,148.4,,150.2,145.5,
שמואל הרופא,86.1,2021-08-08T00:00:00.000Z,91.7,51.6,73.9,77.6,77.8
כלל המוסדות,85.4,2021-08-08T00:00:00.000Z,85.1,73.4,88.3,86.2,80.2
רבין ק. בילינסון,98.2,2021-08-09T00:00:00.000Z,94.8,80.6,90,84.4,78.3
סורוקה,74.8,2021-08-09T00:00:00.000Z,66.9,67.7,80.1,75.8,72.9
אסותא אשדוד,159.3,2021-08-09T00:00:00.000Z,148.2,,161.1,146.1,
שמואל הרופא,52.8,2021-08-09T00:00:00.000Z,90.5,53.6,72.4,76.7,77.7
כלל המוסדות,84.1,2021-08-09T00:00:00.000Z,84.3,74.4,89.8,85.8,81.3
רבין ק. בילינסון,95.2,2021-08-10T00:00:00.000Z,94.7,80.7,88.1,84.3,78.6
סורוקה,67.4,2021-08-10T00:00:00.000Z,67.9,68.5,77,75.6,74.5
אסותא אשדוד,150.8,2021-08-10T00:00:00.000Z,149.9,,152.2,147.1,
שמואל הרופא,16.7,2021-08-10T00:00:00.000Z,83.7,57.5,70.7,75.5,78
כלל המוסדות,80.6,2021-08-10T00:00:00.000Z,83.6,74.5,89,85.7,81.7
רבין ק. בילינסון,93,2021-08-11T00:00:00.000Z,94,80.9,90,83.9,78.8
סורוקה,64,2021-08-11T00:00:00.000Z,68,68.9,75.1,75.4,75.2
אסותא אשדוד,161,2021-08-11T00:00:00.000Z,149.2,,152.6,146.7,
שמואל הרופא,5.6,2021-08-11T00:00:00.000Z,72.2,62.3,69.8,74.2,78.5
כלל המוסדות,77.9,2021-08-11T00:00:00.000Z,82.6,74.9,88.6,85.6,82
רבין ק. בילינסון,83.7,2021-08-12T00:00:00.000Z,93.8,81.4,83.8,84.3,78.8
סורוקה,52.7,2021-08-12T00:00:00.000Z,67.9,68.9,69,75,75.4
אסותא אשדוד,149.2,2021-08-12T00:00:00.000Z,151.6,,146.8,146.1,
שמואל הרופא,5.6,2021-08-12T00:00:00.000Z,61.5,66.3,69.8,73.3,78.9
כלל המוסדות,72.2,2021-08-12T00:00:00.000Z,81.9,75.3,83.3,85.6,82.2
רבין ק. בילינסון,83.3,2021-08-13T00:00:00.000Z,93,82.1,75.8,84.7,78.9
סורוקה,57,2021-08-13T00:00:00.000Z,66.9,68.7,67.7,74.8,75.4
אסותא אשדוד,140.7,2021-08-13T00:00:00.000Z,150.6,,124.6,145.6,
שמואל הרופא,5.6,2021-08-13T00:00:00.000Z,50,69.8,70.4,72.4,79
כלל המוסדות,72.4,2021-08-13T00:00:00.000Z,81,75.7,76.6,85.5,82.4
רבין ק. בילינסון,90.7,2021-08-14T00:00:00.000Z,92.3,83.7,81.2,85.1,79.2
סורוקה,59.7,2021-08-14T00:00:00.000Z,66.6,69.6,71.5,74.7,75.4
אסותא אשדוד,132.2,2021-08-14T00:00:00.000Z,149.4,,118.4,144.3,
שמואל הרופא,5.6,2021-08-14T00:00:00.000Z,38.1,73,71.8,71.8,79.2
כלל המוסדות,78.9,2021-08-14T00:00:00.000Z,79.9,76.4,81.5,85.4,82.8
רבין ק. בילינסון,89.9,2021-08-15T00:00:00.000Z,91.6,85.1,84.5,85.3,79
סורוקה,67.8,2021-08-15T00:00:00.000Z,65.4,69.6,73.1,74.4,75.2
אסותא אשדוד,155.9,2021-08-15T00:00:00.000Z,148.9,,130.4,143.7,
שמואל הרופא,5.6,2021-08-15T00:00:00.000Z,25.4,76.6,73.3,71.3,79.8
כלל המוסדות,79.7,2021-08-15T00:00:00.000Z,78.8,77.3,86.8,85.3,83.1
רבין ק. בילינסון,87.2,2021-08-16T00:00:00.000Z,90.6,86.9,86.8,84.8,78.8
סורוקה,65.5,2021-08-16T00:00:00.000Z,63.3,69,72.6,73.4,73.5
אסותא אשדוד,142.4,2021-08-16T00:00:00.000Z,149.9,,134.8,140.9,
שמואל הרופא,5.6,2021-08-16T00:00:00.000Z,13.9,78.6,73.6,71.2,80.6
כלל המוסדות,79.2,2021-08-16T00:00:00.000Z,78,77.3,87.4,85.1,82.6
רבין ק. בילינסון,81.1,2021-08-17T00:00:00.000Z,89,87,85.1,84.3,78.4
סורוקה,59.3,2021-08-17T00:00:00.000Z,62,68.1,71.6,72.3,72.8
אסותא אשדוד,147.5,2021-08-17T00:00:00.000Z,147.5,,136.2,137.1,
שמואל הרופא,5.6,2021-08-17T00:00:00.000Z,7.1,79,73.6,71.3,81.2
כלל המוסדות,74,2021-08-17T00:00:00.000Z,77.3,77.8,87.2,84.7,82.6
רבין ק. בילינסון,78,2021-08-18T00:00:00.000Z,87,85.2,83.3,83.9,77.9
סורוקה,63.6,2021-08-18T00:00:00.000Z,60.9,65.9,74.9,71.5,72.3
אסותא אשדוד,149.2,2021-08-18T00:00:00.000Z,147,,139.2,134.8,
שמואל הרופא,5.6,2021-08-18T00:00:00.000Z,5.6,78.6,74.5,71.8,81.7
כלל המוסדות,73.5,2021-08-18T00:00:00.000Z,76.3,77.7,88.6,84.5,82.8
רבין ק. בילינסון,69.2,2021-08-19T00:00:00.000Z,84.8,83.4,77.4,82.9,77.4
סורוקה,54.7,2021-08-19T00:00:00.000Z,60.8,64,68.7,71.5,71.8
אסותא אשדוד,145.8,2021-08-19T00:00:00.000Z,145.3,,132.4,132.9,
שמואל הרופא,5.6,2021-08-19T00:00:00.000Z,5.6,77.8,73.9,72.4,81.9
כלל המוסדות,69.3,2021-08-19T00:00:00.000Z,75.7,77.5,83.4,84.5,83.2
רבין ק. בילינסון,68.3,2021-08-20T00:00:00.000Z,82.8,81.9,71.3,82,77.2
סורוקה,61.2,2021-08-20T00:00:00.000Z,61.1,62.7,66.8,71.5,71
אסותא אשדוד,145.8,2021-08-20T00:00:00.000Z,144.8,,130.4,130.9,
שמואל הרופא,5.6,2021-08-20T00:00:00.000Z,5.6,77.8,73.3,73,82
כלל המוסדות,70.7,2021-08-20T00:00:00.000Z,75.3,77,77.3,84.5,83.3
רבין ק. בילינסון,79.3,2021-08-21T00:00:00.000Z,80.6,79.9,78.3,81.4,76.4
סורוקה,71.7,2021-08-21T00:00:00.000Z,61.7,61.4,72,71.3,70.8
אסותא אשדוד,130.5,2021-08-21T00:00:00.000Z,145.5,,117.7,131.7,
שמואל הרופא,5.6,2021-08-21T00:00:00.000Z,5.6,77,73.9,73.4,81.9
כלל המוסדות,78,2021-08-21T00:00:00.000Z,75,76.2,81.9,84.6,83.1
רבין ק. בילינסון,84.6,2021-08-22T00:00:00.000Z,79,77.8,82.2,80.9,76.1
סורוקה,62.4,2021-08-22T00:00:00.000Z,63.4,60.5,73.8,71.4,70.3
אסותא אשדוד,150.8,2021-08-22T00:00:00.000Z,145.3,,131.1,131.6,
שמואל הרופא,5.6,2021-08-22T00:00:00.000Z,5.6,76.6,72.7,73.7,81.7
כלל המוסדות,75.6,2021-08-22T00:00:00.000Z,74.9,75.4,86.6,84.7,83
רבין ק. בילינסון,79.7,2021-08-23T00:00:00.000Z,78.2,75.2,82.1,80.6,76
סורוקה,64.3,2021-08-23T00:00:00.000Z,62.6,60.5,76.9,71.5,70.2
אסותא אשדוד,144.1,2021-08-23T00:00:00.000Z,144.6,,138.2,131.7,
שמואל הרופא,5.6,2021-08-23T00:00:00.000Z,5.6,77,71.8,73.6,81.4
כלל המוסדות,76,2021-08-23T00:00:00.000Z,74.3,74.8,88.2,84.6,82.9
רבין ק. בילינסון,75.3,2021-08-24T00:00:00.000Z,77.2,73.6,80,80,75.5
סורוקה,65.5,2021-08-24T00:00:00.000Z,62.5,60.9,77.5,72.1,70.2
אסותא אשדוד,145.8,2021-08-24T00:00:00.000Z,144.8,,132.8,132.2,
שמואל הרופא,5.6,2021-08-24T00:00:00.000Z,5.6,76.2,66.3,73.4,80.8
כלל המוסדות,73.9,2021-08-24T00:00:00.000Z,73.9,74.2,87.6,84.7,82.9
רבין ק. בילינסון,82.4,2021-08-25T00:00:00.000Z,76.3,73.1,80,79.2,74.9
סורוקה,66.7,2021-08-25T00:00:00.000Z,63.3,63,74.9,73,70.3
אסותא אשדוד,150.8,2021-08-25T00:00:00.000Z,144.6,,142,131.7,
שמואל הרופא,5.6,2021-08-25T00:00:00.000Z,5.6,75.8,63.6,72.4,80.2
כלל המוסדות,72.2,2021-08-25T00:00:00.000Z,73.9,73.9,86.7,84.8,82.7
רבין ק. בילינסון,68.7,2021-08-26T00:00:00.000Z,77,73.1,73.5,78.8,74.3
סורוקה,59.3,2021-08-26T00:00:00.000Z,63.8,63.7,68.6,73,70.1
אסותא אשדוד,157.6,2021-08-26T00:00:00.000Z,144.8,,135.2,132.1,
שמואל הרופא,5.6,2021-08-26T00:00:00.000Z,5.6,76.6,60.4,70.8,80
כלל המוסדות,69.6,2021-08-26T00:00:00.000Z,73.7,73.4,82.3,84.5,82.2
רבין ק. בילינסון,70.5,2021-08-27T00:00:00.000Z,76.9,72.9,70.8,78.2,73.6
אסותא אשדוד,147.5,2021-08-27T00:00:00.000Z,146.5,,126.6,132.5,
שמואל הרופא,5.6,2021-08-27T00:00:00.000Z,5.6,77.4,58.1,68.9,79.9
כלל המוסדות,71,2021-08-27T00:00:00.000Z,73.7,73.1,76.6,84.4,81.7
רבין ק. בילינסון,79.3,2021-08-28T00:00:00.000Z,77.2,73.1,77.2,78.1,73.4
אסותא אשדוד,135.6,2021-08-28T00:00:00.000Z,146.7,,116.7,131.9,
שמואל הרופא,5.6,2021-08-28T00:00:00.000Z,5.6,79.4,58.4,66.7,80
כלל המוסדות,77.7,2021-08-28T00:00:00.000Z,73.8,72.7,81.4,84.3,81.4
רבין ק. בילינסון,85.5,2021-08-29T00:00:00.000Z,77.2,74.3,82,78,73.5
אסותא אשדוד,157.6,2021-08-29T00:00:00.000Z,147.5,,130.4,131.8,
שמואל הרופא,5.6,2021-08-29T00:00:00.000Z,5.6,80.2,58.1,64.5,80
כלל המוסדות,77.4,2021-08-29T00:00:00.000Z,73.7,72.4,85.1,84.2,81.1
רבין ק. בילינסון,84.6,2021-08-30T00:00:00.000Z,77.3,75.5,80.3,77.9,73.3
אסותא אשדוד,166.1,2021-08-30T00:00:00.000Z,148.4,,135.2,131.7,
שמואל הרופא,5.6,2021-08-30T00:00:00.000Z,5.6,80.6,57.5,62.4,80.1
כלל המוסדות,76.6,2021-08-30T00:00:00.000Z,74,72.1,85.4,84,80.7
רבין ק. בילינסון,80.2,2021-08-31T00:00:00.000Z,78,77.3,79,77.7,73.6
אסותא אשדוד,157.6,2021-08-31T00:00:00.000Z,151.6,,136.5,131.3,
שמואל הרופא,5.6,2021-08-31T00:00:00.000Z,5.6,81.3,59.5,60.3,80.4
כלל המוסדות,72.8,2021-08-31T00:00:00.000Z,74.1,71.9,84.6,83.6,80.2
רבין ק. בילינסון,82.8,2021-09-01T00:00:00.000Z,78.7,77.8,80.3,77.6,73.7
אסותא אשדוד,155.9,2021-09-01T00:00:00.000Z,153.3,,137.9,131.8,
שמואל הרופא,5.6,2021-09-01T00:00:00.000Z,5.6,80.2,62.5,59.4,80.4
כלל המוסדות,73.6,2021-09-01T00:00:00.000Z,73.9,71.8,84.5,83.2,79.9
רבין ק. בילינסון,72.7,2021-09-02T00:00:00.000Z,78.8,77.2,72.8,77.6,73.8
אסותא אשדוד,167.8,2021-09-02T00:00:00.000Z,154,,142,131.2,
שמואל הרופא,5.6,2021-09-02T00:00:00.000Z,5.6,77.8,64.2,59.2,80
כלל המוסדות,68.3,2021-09-02T00:00:00.000Z,74.1,71.5,81.1,82.8,79.7
רבין ק. בילינסון,78,2021-09-03T00:00:00.000Z,79.4,77.3,69.6,77.5,74.3
אסותא אשדוד,144.1,2021-09-03T00:00:00.000Z,155.4,,129,132.2,
שמואל הרופא,5.6,2021-09-03T00:00:00.000Z,5.6,74.2,66,59.7,79.6
כלל המוסדות,69.5,2021-09-03T00:00:00.000Z,73.9,71.3,74.9,82.7,79.7
רבין ק. בילינסון,85.5,2021-09-04T00:00:00.000Z,80.4,77,73.4,77.3,75.3
אסותא אשדוד,144.1,2021-09-04T00:00:00.000Z,155,,121.8,132.5,
שמואל הרופא,5.6,2021-09-04T00:00:00.000Z,5.6,70.2,66.9,60.9,79.4
כלל המוסדות,76,2021-09-04T00:00:00.000Z,73.7,71.5,79.6,82.4,79.9
רבין ק. בילינסון,77.5,2021-09-05T00:00:00.000Z,81.3,76.2,69.4,76.8,76
אסותא אשדוד,159.3,2021-09-05T00:00:00.000Z,156.2,,141.6,133.3,
שמואל הרופא,5.6,2021-09-05T00:00:00.000Z,5.6,65.5,66.6,62.1,79.3
כלל המוסדות,71.7,2021-09-05T00:00:00.000Z,73.5,71.6,79.6,82.2,80.4
רבין ק. בילינסון,73.6,2021-09-06T00:00:00.000Z,80.2,75.5,59.4,75,76.9
