instituteDesc,occupancy,occupancyDate,occupancyAvg,occupancyAvgLastYear,gOccupancy,gOccupancyAvg,gOccupancyAvgLastYear
כלל המוסדות,86.8,2022-04-29T00:00:00.000Z,91.5,87.1,76,84.1,80.7
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,116.7,92.5,93.7,86.8,85.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,118.4,92.1,93.7,87.8,84.2
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,120,91.8,93.7,88.7,83.1
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,121.6,91.4,93.7,89.7,82
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,123.3,91,93.7,90.7,80.8
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,124.9,90.6,93.7,91.7,79.7
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,126.6,90.2,93.7,92.7,78.5
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
רבין ק. בילינסון,128.2,2022-04-30T00:00:00.000Z,128.2,89.9,93.7,93.7,77.4
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,120.3,181.4,99.7,112.6,153.6
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,118.6,178.2,99.7,110.8,149.5
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,116.9,175.1,99.7,108.9,145.5
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,115.3,171.9,99.7,107.1,141.4
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,113.6,168.8,99.7,105.2,137.4
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,111.9,165.6,99.7,103.4,133.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,110.2,162.5,99.7,101.5,129.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
אסותא אשדוד,108.5,2022-04-30T00:00:00.000Z,108.5,159.3,99.7,99.7,125.3
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,77.8,80.6,76.5,74.5,82.7
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,78.2,80.6,76.5,74.8,82.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,78.6,80.6,76.5,75.1,82.4
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,79,80.6,76.5,75.4,82.2
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,79.4,80.6,76.5,75.7,82
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,79.8,80.6,76.5,76,81.9
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.2,80.6,76.5,76.2,81.7
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
שמואל הרופא,80.6,2022-04-30T00:00:00.000Z,80.6,80.6,76.5,76.5,81.5
כלל המוסדות,94.3,2022-04-30T00:00:00.000Z,91.5,87.1,81.3,82.8,81
בני ציון,86,2022-05-01T00:00:00.000Z,86,99.2,83.4,83.4,81.8
בני ציון,86,2022-05-01T00:00:00.000Z,86,99.2,83.4,83.4,81.8
בני ציון,86,2022-05-01T00:00:00.000Z,86,99.2,83.4,83.4,81.8
בני ציון,86,2022-05-01T00:00:00.000Z,86,99.2,83.4,83.4,81.8
בני ציון,86,2022-05-01T00:00:00.000Z,86,99.2,83.4,83.4,81.8
בני ציון,86,2022-05-01T00:00:00.000Z,86,99.2,83.4,83.4,81.8
בני ציון,86,2022-05-01T00:00:00.000Z,86,99.2,83.4,83.4,81.8
בני ציון,86,2022-05-01T00:00:00.000Z,86,99.2,83.4,83.4,81.8
רבין ק. בילינסון,131.3,2022-05-01T00:00:00.000Z,128.2,89.9,101.4,93.7,77.4
רבין ק. בילינסון,131.3,2022-05-01T00:00:00.000Z,128.6,91.7,101.4,94.8,78.5
רבין ק. בילינסון,131.3,2022-05-01T00:00:00.000Z,129.1,93.5,101.4,95.9,79.6
רבין ק. בילינסון,131.3,2022-05-01T00:00:00.000Z,129.5,95.3,101.4,97,80.7
רבין ק. בילינסון,131.3,2022-05-01T00:00:00.000Z,130,97.2,101.4,98.1,81.7
