date,visited_country,israeli_incoming_vaccination,israeli_incoming_none_vaccination,israeli_incoming_vaccination_expired,israeli_positive_vaccination,israeli_positive_none_vaccination,israeli_positive_vaccination_expired
2021-10-01T00:00:00.000Z,,7,0,3,0,0,1
2021-10-01T00:00:00.000Z,,41,0,4,0,0,0
2021-10-01T00:00:00.000Z,,14253,0,1225,14,0,10
2021-10-01T00:00:00.000Z,,0,0,1,0,0,0
2021-10-02T00:00:00.000Z,,1,0,0,0,0,0
2021-10-02T00:00:00.000Z,,2,0,0,0,0,0
2021-10-02T00:00:00.000Z,,0,0,0,0,0,0
2021-10-02T00:00:00.000Z,,13,0,4,0,0,0
2021-10-02T00:00:00.000Z,,211,0,32,1,0,0
2021-10-02T00:00:00.000Z,,1,0,0,0,0,0
2021-10-02T00:00:00.000Z,,3,0,0,0,0,0
2021-10-02T00:00:00.000Z,,54,0,3,0,0,0
2021-10-02T00:00:00.000Z,,4,0,0,0,0,0
2021-10-02T00:00:00.000Z,,180,0,20,0,0,0
2021-10-02T00:00:00.000Z,,4,0,0,0,0,0
2021-10-02T00:00:00.000Z,,34,0,1,0,0,0
2021-10-02T00:00:00.000Z,,4,0,1,0,0,0
2021-10-02T00:00:00.000Z,,1,0,0,0,0,0
2021-10-02T00:00:00.000Z,,0,0,1,0,0,0
2021-10-02T00:00:00.000Z,,190,0,19,0,0,0
2021-10-02T00:00:00.000Z,,16,0,6,0,0,0
2021-10-02T00:00:00.000Z,,1,0,0,0,0,0
2021-10-02T00:00:00.000Z,,3,0,0,0,0,0
2021-10-02T00:00:00.000Z,,27,0,3,0,0,0
2021-10-02T00:00:00.000Z,,2,0,1,0,0,0
2021-10-02T00:00:00.000Z,,0,0,0,0,0,0
2021-10-02T00:00:00.000Z,,1,0,0,0,0,0
2021-10-02T00:00:00.000Z,,79,0,5,0,0,0
2021-10-02T00:00:00.000Z,,2,0,0,0,0,0
2021-10-02T00:00:00.000Z,,473,0,18,0,0,0
2021-10-02T00:00:00.000Z,,55,0,22,0,0,0
2021-10-02T00:00:00.000Z,,0,0,0,0,0,0
2021-10-02T00:00:00.000Z,,7,0,1,0,0,0
2021-10-02T00:00:00.000Z,,1570,0,159,2,0,0
2021-10-02T00:00:00.000Z,,171,0,9,0,0,0
2021-10-02T00:00:00.000Z,,3,0,0,0,0,0
2021-10-02T00:00:00.000Z,,0,0,0,0,0,0
2021-10-02T00:00:00.000Z,,1,0,0,0,0,0
2021-10-02T00:00:00.000Z,,1,0,0,0,0,0
2021-10-02T00:00:00.000Z,,8,0,0,0,0,0
2021-10-02T00:00:00.000Z,,313,0,31,0,0,1
2021-10-02T00:00:00.000Z,,18,0,1,0,0,0
2021-10-02T00:00:00.000Z,,25,0,5,0,0,0
2021-10-02T00:00:00.000Z,,30,0,6,0,0,0
2021-10-02T00:00:00.000Z,,8,0,0,0,0,0
2021-10-02T00:00:00.000Z,,0,0,1,0,0,0
2021-10-02T00:00:00.000Z,,22,0,11,0,0,0
2021-10-02T00:00:00.000Z,,2,0,0,0,0,0
2021-10-02T00:00:00.000Z,,1,0,1,0,0,0
2021-10-02T00:00:00.000Z,,0,0,1,0,0,0
2021-10-02T00:00:00.000Z,,364,0,14,0,0,0
2021-10-02T00:00:00.000Z,,1351,0,136,2,0,0
